Key,Stream,Line_number,Time_stamp,Text,Label
126,"FOX.1488549000.001Z-1488549060.000Z.ts
","7
","00:00:13,914 --> 00:00:15,449
","<font face=""Monospace"">{\an7}BEHAVIOR WAS NOT THE REASON FOR
THEM CELEBRATING.</font>
",0
127,"FOX.1488549000.001Z-1488549060.000Z.ts
","8
","00:00:15,449 --> 00:00:18,619
","<font face=""Monospace"">{\an7}THEM CELEBRATING.
>> TAKE A LOOK AT HUNTER BY DEN.</font>
",0
128,"FOX.1488549000.001Z-1488549060.000Z.ts
","9
","00:00:18,619 --> 00:00:22,056
","<font face=""Monospace"">{\an7}>> TAKE A LOOK AT HUNTER BY DEN.
IN 1972 HE WAS IN THAT CAR WITH</font>
",0
129,"FOX.1488549000.001Z-1488549060.000Z.ts
","10
","00:00:22,055 --> 00:00:23,957
","<font face=""Monospace"">{\an7}IN 1972 HE WAS IN THAT CAR WITH
HIS FATHER AND BROTHER, SERIOUS</font>
",0
130,"FOX.1488549000.001Z-1488549060.000Z.ts
","11
","00:00:23,957 --> 00:00:24,791
","<font face=""Monospace"">{\an7}HIS FATHER AND BROTHER, SERIOUS
CAR ACCIDENT.</font>
",0
131,"FOX.1488549000.001Z-1488549060.000Z.ts
","12
","00:00:24,791 --> 00:00:26,860
","<font face=""Monospace"">{\an7}CAR ACCIDENT.
I BELIEVE THEIR MOTHER WAS</font>
",0
132,"FOX.1488549000.001Z-1488549060.000Z.ts
","13
","00:00:26,860 --> 00:00:27,260
","<font face=""Monospace"">{\an7}I BELIEVE THEIR MOTHER WAS
KILLED.</font>
",0
133,"FOX.1488549000.001Z-1488549060.000Z.ts
","14
","00:00:27,261 --> 00:00:28,863
","<font face=""Monospace"">{\an7}KILLED.
IN THAT ACCIDENT.</font>
",0
134,"FOX.1488549000.001Z-1488549060.000Z.ts
","15
","00:00:28,862 --> 00:00:31,531
","<font face=""Monospace"">{\an7}IN THAT ACCIDENT.
>> BUT HUNTER BIDEN, PAST DRUG</font>
",0
135,"FOX.1488549000.001Z-1488549060.000Z.ts
","16
","00:00:31,532 --> 00:00:34,268
","<font face=""Monospace"">{\an7}>> BUT HUNTER BIDEN, PAST DRUG
USE HAS COME BEFORE, OUTSIDE OF</font>
",0
136,"FOX.1488549000.001Z-1488549060.000Z.ts
","17
","00:00:34,268 --> 00:00:36,971
","<font face=""Monospace"">{\an7}USE HAS COME BEFORE, OUTSIDE OF
DIVORCE, HE HAD TO LEAVE THE</font>
",0
137,"FOX.1488549000.001Z-1488549060.000Z.ts
","18
","00:00:36,970 --> 00:00:39,372
","<font face=""Monospace"">{\an7}DIVORCE, HE HAD TO LEAVE THE
NAVAL RESERVE BECAUSE HE TESTED</font>
",0
138,"FOX.1488549000.001Z-1488549060.000Z.ts
","19
","00:00:39,373 --> 00:00:39,807
","<font face=""Monospace"">{\an7}NAVAL RESERVE BECAUSE HE TESTED
POSITIVE.</font>
",0
139,"FOX.1488549000.001Z-1488549060.000Z.ts
","20
","00:00:39,806 --> 00:00:41,408
","<font face=""Monospace"">{\an7}POSITIVE.
>> WE HAVE HEARD THESE STORIES</font>
",0
140,"FOX.1488549000.001Z-1488549060.000Z.ts
","21
","00:00:41,408 --> 00:00:43,310
","<font face=""Monospace"">{\an7}>> WE HAVE HEARD THESE STORIES
BEFORE, AND HE DOES SEEM TO HAVE</font>
",0
141,"FOX.1488549000.001Z-1488549060.000Z.ts
","22
","00:00:43,310 --> 00:00:45,212
","<font face=""Monospace"">{\an7}BEFORE, AND HE DOES SEEM TO HAVE
A HISTORY WITH ABUSE.</font>
",0
142,"FOX.1488549000.001Z-1488549060.000Z.ts
","23
","00:00:45,212 --> 00:00:48,082
","<font face=""Monospace"">{\an7}A HISTORY WITH ABUSE.
BUT, AGAIN, HE’S DENIED THAT HIS</font>
",0
143,"FOX.1488549000.001Z-1488549060.000Z.ts
","24
","00:00:48,081 --> 00:00:49,916
","<font face=""Monospace"">{\an7}BUT, AGAIN, HE’S DENIED THAT HIS
BEHAVIOR CONTRIBUTED TO THE</font>
",0
144,"FOX.1488549000.001Z-1488549060.000Z.ts
","25
","00:00:49,917 --> 00:00:50,918
","<font face=""Monospace"">{\an7}BEHAVIOR CONTRIBUTED TO THE
DEMISE OF THE RELATIONSHIP WITH</font>
",0
145,"FOX.1488549000.001Z-1488549060.000Z.ts
","26
","00:00:50,918 --> 00:00:51,719
","<font face=""Monospace"">{\an7}DEMISE OF THE RELATIONSHIP WITH
HIS WIFE.</font>
",0
146,"FOX.1488549000.001Z-1488549060.000Z.ts
","27
","00:00:51,718 --> 00:00:54,120
","<font face=""Monospace"">{\an7}HIS WIFE.
>> HE IS ACE STRAIN HADED FROM</font>
",0
147,"FOX.1488549000.001Z-1488549060.000Z.ts
","28
","00:00:54,121 --> 00:00:57,424
","<font face=""Monospace"">{\an7}>> HE IS ACE STRAIN HADED FROM
HIS WIFE, AND, BO DIED, AND, JOE</font>
",0
148,"FOX.1488549060.000Z-1488549120.001Z.ts
","1
","00:00:00,000 --> 00:00:01,969
","<font face=""Monospace"">{\an7}IS THAT SPIN OR TRUE.</font>

",0
149,"FOX.1488549060.000Z-1488549120.001Z.ts
","2
","00:00:01,969 --> 00:00:03,170
","<font face=""Monospace"">{\an7}IS THAT SPIN OR TRUE.
>> THEY CAME OUT, WHEN WE</font>
",0
150,"FOX.1488549060.000Z-1488549120.001Z.ts
","3
","00:00:03,170 --> 00:00:05,472
","<font face=""Monospace"">{\an7}>> THEY CAME OUT, WHEN WE
REPORTED ON THIS, ABOUT HIM</font>
",0
151,"FOX.1488549060.000Z-1488549120.001Z.ts
","4
","00:00:05,472 --> 00:00:08,275
","<font face=""Monospace"">{\an7}REPORTED ON THIS, ABOUT HIM
DATING HIS BROTHER’S WIDOW, THEY</font>
",0
152,"FOX.1488549060.000Z-1488549120.001Z.ts
","5
","00:00:08,275 --> 00:00:11,011
","<font face=""Monospace"">{\an7}DATING HIS BROTHER’S WIDOW, THEY
RELEASED A STATEMENT, SAYING,</font>
",0
153,"FOX.1488549060.000Z-1488549120.001Z.ts
","6
","00:00:11,011 --> 00:00:13,146
","<font face=""Monospace"">{\an7}RELEASED A STATEMENT, SAYING,
THEY HAVE THEY’RE FULL BLESSING.</font>
",0
154,"FOX.1488549060.000Z-1488549120.001Z.ts
","7
","00:00:13,146 --> 00:00:14,414
","<font face=""Monospace"">{\an7}THEY HAVE THEY’RE FULL BLESSING.
>> BUT IT IS IMPORTANT TO NOTE,</font>
",0
155,"FOX.1488549060.000Z-1488549120.001Z.ts
","8
","00:00:14,414 --> 00:00:17,617
","<font face=""Monospace"">{\an7}>> BUT IT IS IMPORTANT TO NOTE,
THAT IN OCTOBER, THAT ALSO, WHEN</font>
",0
156,"FOX.1488549060.000Z-1488549120.001Z.ts
","9
","00:00:17,618 --> 00:00:19,186
","<font face=""Monospace"">{\an7}THAT IN OCTOBER, THAT ALSO, WHEN
JOE BIDEN ANNOUNCED THAT HE WAS</font>
",0
157,"FOX.1488549060.000Z-1488549120.001Z.ts
","10
","00:00:19,186 --> 00:00:21,722
","<font face=""Monospace"">{\an7}JOE BIDEN ANNOUNCED THAT HE WAS
NOT GOING TO RUN FOR PRESIDENT,</font>
",0
158,"FOX.1488549060.000Z-1488549120.001Z.ts
","11
","00:00:21,722 --> 00:00:24,625
","<font face=""Monospace"">{\an7}NOT GOING TO RUN FOR PRESIDENT,
A FEW MONTHS AFTER HIS SON DIED</font>
",0
159,"FOX.1488549060.000Z-1488549120.001Z.ts
","12
","00:00:24,625 --> 00:00:26,260
","<font face=""Monospace"">{\an7}A FEW MONTHS AFTER HIS SON DIED
FROM BRAIN CANCER.</font>
",0
160,"FOX.1488549060.000Z-1488549120.001Z.ts
","13
","00:00:26,260 --> 00:00:28,529
","<font face=""Monospace"">{\an7}FROM BRAIN CANCER.
>> THIS IS A FAMILY ISSUE, BUT,</font>
",0
161,"FOX.1488549060.000Z-1488549120.001Z.ts
","14
","00:00:28,529 --> 00:00:31,365
","<font face=""Monospace"">{\an7}>> THIS IS A FAMILY ISSUE, BUT,
IT IS VERY CONFUSING FOR BO</font>
",0
162,"FOX.1488549060.000Z-1488549120.001Z.ts
","15
","00:00:31,365 --> 00:00:33,634
","<font face=""Monospace"">{\an7}IT IS VERY CONFUSING FOR BO
BIDEN AND HIS WIFE, BUT ALSO</font>
",0
163,"FOX.1488549060.000Z-1488549120.001Z.ts
","16
","00:00:33,634 --> 00:00:36,170
","<font face=""Monospace"">{\an7}BIDEN AND HIS WIFE, BUT ALSO
THOSE CHILDREN FROM KATHLEEN,</font>
",0
164,"FOX.1488549060.000Z-1488549120.001Z.ts
","17
","00:00:36,169 --> 00:00:37,671
","<font face=""Monospace"">{\an7}THOSE CHILDREN FROM KATHLEEN,
AND HUNTER.</font>
",0
165,"FOX.1488549060.000Z-1488549120.001Z.ts
","18
","00:00:37,671 --> 00:00:38,372
","<font face=""Monospace"">{\an7}AND HUNTER.
>> ABSOLUTELY.</font>
",0
166,"FOX.1488549060.000Z-1488549120.001Z.ts
","19
","00:00:38,372 --> 00:00:40,241
","<font face=""Monospace"">{\an7}>> ABSOLUTELY.
HUNTER’S CHILDREN ARE ADULTS AND</font>
",0
167,"FOX.1488549060.000Z-1488549120.001Z.ts
","20
","00:00:40,240 --> 00:00:42,743
","<font face=""Monospace"">{\an7}HUNTER’S CHILDREN ARE ADULTS AND
HE HAS A YOUNGER CHILD ALSO, AND</font>
",0
168,"FOX.1488549060.000Z-1488549120.001Z.ts
","21
","00:00:42,743 --> 00:00:46,280
","<font face=""Monospace"">{\an7}HE HAS A YOUNGER CHILD ALSO, AND
HE IS SEEKING JOINT PHYSICAL</font>
",0
169,"FOX.1488549060.000Z-1488549120.001Z.ts
","22
","00:00:46,280 --> 00:00:49,283
","<font face=""Monospace"">{\an7}HE IS SEEKING JOINT PHYSICAL
CUSTODY AND, HIS SOON TO BE</font>
",0
170,"FOX.1488549060.000Z-1488549120.001Z.ts
","23
","00:00:49,283 --> 00:00:51,886
","<font face=""Monospace"">{\an7}CUSTODY AND, HIS SOON TO BE
EX-WIFE IS SEEKING FULL CUSTODY.</font>
",0
171,"FOX.1488549060.000Z-1488549120.001Z.ts
","24
","00:00:51,885 --> 00:00:53,387
","<font face=""Monospace"">{\an7}EX-WIFE IS SEEKING FULL CUSTODY.
>> WHAT DID HE DO FOR WORK.</font>
",0
172,"FOX.1488549060.000Z-1488549120.001Z.ts
","25
","00:00:53,387 --> 00:00:55,489
","<font face=""Monospace"">{\an7}>> WHAT DID HE DO FOR WORK.
>> HE’S A PARTNER IN AN</font>
",0
173,"FOX.1488549060.000Z-1488549120.001Z.ts
","26
","00:00:55,489 --> 00:00:57,725
","<font face=""Monospace"">{\an7}>> HE’S A PARTNER IN AN
INVESTMENT FIRM THAT HAS OFFICES</font>
",0
174,"FOX.1488549120.001Z-1488549180.004Z.ts
","1
","00:00:00,000 --> 00:00:01,168
","<font face=""Monospace"">{\an7}DC.</font>

",0
175,"FOX.1488549120.001Z-1488549180.004Z.ts
","2
","00:00:01,168 --> 00:00:04,972
","<font face=""Monospace"">{\an7}>> CAN WE MOVE ONTO ANOTHER BIG
DC.</font>
",0
176,"FOX.1488549120.001Z-1488549180.004Z.ts
","3
","00:00:04,972 --> 00:00:06,173
","<font face=""Monospace"">{\an7}>> CAN WE MOVE ONTO ANOTHER BIG
STORY.</font>
",0
177,"FOX.1488549120.001Z-1488549180.004Z.ts
","4
","00:00:06,173 --> 00:00:09,176
","<font face=""Monospace"">{\an7}STORY.
ORLANDO BLOOM, ARE THEY</font>
",0
178,"FOX.1488549120.001Z-1488549180.004Z.ts
","5
","00:00:09,176 --> 00:00:09,443
","<font face=""Monospace"">{\an7}ORLANDO BLOOM, ARE THEY
TOGETHER?</font>
",0
179,"FOX.1488549120.001Z-1488549180.004Z.ts
","6
","00:00:09,443 --> 00:00:10,911
","<font face=""Monospace"">{\an7}TOGETHER?
>> HAVE THEY MOVED ON.</font>
",0
180,"FOX.1488549120.001Z-1488549180.004Z.ts
","7
","00:00:10,911 --> 00:00:12,679
","<font face=""Monospace"">{\an7}>> HAVE THEY MOVED ON.
>> HE SEEMS TO BE MOVING ON.</font>
",0
181,"FOX.1488549120.001Z-1488549180.004Z.ts
","8
","00:00:12,679 --> 00:00:13,880
","<font face=""Monospace"">{\an7}>> HE SEEMS TO BE MOVING ON.
THEY’RE SPLIT AGAIN.</font>
",0
182,"FOX.1488549120.001Z-1488549180.004Z.ts
","9
","00:00:13,881 --> 00:00:15,883
","<font face=""Monospace"">{\an7}THEY’RE SPLIT AGAIN.
SAYING THAT THEY ARE</font>
",0
183,"FOX.1488549120.001Z-1488549180.004Z.ts
","10
","00:00:15,883 --> 00:00:17,218
","<font face=""Monospace"">{\an7}SAYING THAT THEY ARE
RESPECTFULLY TAKING SPACE.</font>
",0
184,"FOX.1488549120.001Z-1488549180.004Z.ts
","11
","00:00:17,217 --> 00:00:19,486
","<font face=""Monospace"">{\an7}RESPECTFULLY TAKING SPACE.
THEY WANTED TO GET AHEAD OF ANY</font>
",0
185,"FOX.1488549120.001Z-1488549180.004Z.ts
","12
","00:00:19,486 --> 00:00:21,822
","<font face=""Monospace"">{\an7}THEY WANTED TO GET AHEAD OF ANY
RUMORS, BUT HE WAS CAUGHT OUT</font>
",0
186,"FOX.1488549120.001Z-1488549180.004Z.ts
","13
","00:00:21,822 --> 00:00:26,226
","<font face=""Monospace"">{\an7}RUMORS, BUT HE WAS CAUGHT OUT
WITH ANOTHER YOUNG LADY LAST</font>
",0
187,"FOX.1488549120.001Z-1488549180.004Z.ts
","14
","00:00:26,226 --> 00:00:27,327
","<font face=""Monospace"">{\an7}WITH ANOTHER YOUNG LADY LAST
WEEK.</font>
",0
188,"FOX.1488549120.001Z-1488549180.004Z.ts
","15
","00:00:27,327 --> 00:00:29,930
","<font face=""Monospace"">{\an7}WEEK.
ERIN MCCABE AND SHE IS THE</font>
",0
189,"FOX.1488549120.001Z-1488549180.004Z.ts
","16
","00:00:29,930 --> 00:00:31,498
","<font face=""Monospace"">{\an7}ERIN MCCABE AND SHE IS THE
DAUGHTER OF THE PRESIDENT OF</font>
",0
190,"FOX.1488549120.001Z-1488549180.004Z.ts
","17
","00:00:31,498 --> 00:00:33,333
","<font face=""Monospace"">{\an7}DAUGHTER OF THE PRESIDENT OF
GLOBAL GREEN.</font>
",0
191,"FOX.1488549120.001Z-1488549180.004Z.ts
","18
","00:00:33,333 --> 00:00:35,936
","<font face=""Monospace"">{\an7}GLOBAL GREEN.
SO, WE DON’T KNOW, IF THEY’RE</font>
",0
192,"FOX.1488549120.001Z-1488549180.004Z.ts
","19
","00:00:35,936 --> 00:00:37,938
","<font face=""Monospace"">{\an7}SO, WE DON’T KNOW, IF THEY’RE
TOGETHER, BUT THEY’RE VERY</font>
",0
193,"FOX.1488549120.001Z-1488549180.004Z.ts
","20
","00:00:37,938 --> 00:00:42,643
","<font face=""Monospace"">{\an7}TOGETHER, BUT THEY’RE VERY
FLIRTY AND SHE WAS WHISPERING IN</font>
",0
194,"FOX.1488549120.001Z-1488549180.004Z.ts
","21
","00:00:42,643 --> 00:00:44,645
","<font face=""Monospace"">{\an7}FLIRTY AND SHE WAS WHISPERING IN
HIS EAR.</font>
",0
195,"FOX.1488549120.001Z-1488549180.004Z.ts
","22
","00:00:44,645 --> 00:00:46,347
","<font face=""Monospace"">{\an7}HIS EAR.
>> Greg: ALL RIGHT, IT’S FUNNY</font>
",0
196,"FOX.1488549120.001Z-1488549180.004Z.ts
","23
","00:00:46,346 --> 00:00:48,448
","<font face=""Monospace"">{\an7}>> Greg: ALL RIGHT, IT’S FUNNY
HOW THEY’RE DATING AND BREAK UP</font>
",0
197,"FOX.1488549120.001Z-1488549180.004Z.ts
","24
","00:00:48,448 --> 00:00:50,350
","<font face=""Monospace"">{\an7}HOW THEY’RE DATING AND BREAK UP
AND THEY HAVE TO PUT OUT</font>
",0
198,"FOX.1488549120.001Z-1488549180.004Z.ts
","25
","00:00:50,350 --> 00:00:50,851
","<font face=""Monospace"">{\an7}AND THEY HAVE TO PUT OUT
STATEMENT.</font>
",0
199,"FOX.1488549120.001Z-1488549180.004Z.ts
","26
","00:00:50,851 --> 00:00:53,587
","<font face=""Monospace"">{\an7}STATEMENT.
>> THEY CAN’T JUST BREAK UP.</font>
",0
200,"FOX.1488549120.001Z-1488549180.004Z.ts
","27
","00:00:53,587 --> 00:00:54,755
","<font face=""Monospace"">{\an7}>> THEY CAN’T JUST BREAK UP.
>> WELL HERE’S THE THING, THIS</font>
",0
201,"FOX.1488549120.001Z-1488549180.004Z.ts
","28
","00:00:54,755 --> 00:00:56,557
","<font face=""Monospace"">{\an7}>> WELL HERE’S THE THING, THIS
IS WHAT THEY DO.</font>
",0
202,"FOX.1488549120.001Z-1488549180.004Z.ts
","29
","00:00:56,557 --> 00:00:57,892
","<font face=""Monospace"">{\an7}IS WHAT THEY DO.
WHEN THEY HAVE BEEN DATING FOR</font>
",0
203,"FOX.1488549120.001Z-1488549180.004Z.ts
","30
","00:00:57,891 --> 00:00:58,892
","<font face=""Monospace"">{\an7}WHEN THEY HAVE BEEN DATING FOR
OVER A YEAR.</font>
",0
204,"FOX.1488549180.004Z-1488549240.000Z.ts
","1
","00:00:00,000 --> 00:00:01,535
","<font face=""Monospace"">{\an7}ANY</font>

",0
205,"FOX.1488549180.004Z-1488549240.000Z.ts
","2
","00:00:01,535 --> 00:00:04,438
","<font face=""Monospace"">{\an7}RUMORS, AND, WHAT’S FASCINATING
ANY</font>
",0
206,"FOX.1488549180.004Z-1488549240.000Z.ts
","3
","00:00:04,438 --> 00:00:07,641
","<font face=""Monospace"">{\an7}RUMORS, AND, WHAT’S FASCINATING
THEY TOOK PHOTOS TOGETHER AT THE</font>
",0
207,"FOX.1488549180.004Z-1488549240.000Z.ts
","4
","00:00:07,641 --> 00:00:09,543
","<font face=""Monospace"">{\an7}THEY TOOK PHOTOS TOGETHER AT THE
OSCAR PARTY AND THEY DIDN’T</font>
",0
208,"FOX.1488549180.004Z-1488549240.000Z.ts
","5
","00:00:09,543 --> 00:00:11,412
","<font face=""Monospace"">{\an7}OSCAR PARTY AND THEY DIDN’T
SPEND ANYTIME TOGETHER.</font>
",0
209,"FOX.1488549180.004Z-1488549240.000Z.ts
","6
","00:00:11,411 --> 00:00:13,313
","<font face=""Monospace"">{\an7}SPEND ANYTIME TOGETHER.
>> CARLOS GREER, READ HIM ON</font>
",0
210,"FOX.1488549180.004Z-1488549240.000Z.ts
","7
","00:00:13,313 --> 00:00:20,187
","<font face=""Monospace"">{\an7}>> CARLOS GREER, READ HIM ON
PAGE 6, THE MOST POWERFUL PAGE.</font>
",0
211,"FOX.1488549180.004Z-1488549240.000Z.ts
","8
","00:00:20,187 --> 00:00:21,822
","<font face=""Monospace"">{\an7}PAGE 6, THE MOST POWERFUL PAGE.
>> THANK YOU VERY MUCH.</font>
",0
212,"FOX.1488549180.004Z-1488549240.000Z.ts
","9
","00:00:21,822 --> 00:00:24,525
","<font face=""Monospace"">{\an7}>> THANK YOU VERY MUCH.
>> WE CAN FOLLOW YOU ON TWITTER.</font>
",0
213,"FOX.1488549180.004Z-1488549240.000Z.ts
","10
","00:00:24,525 --> 00:00:27,061
","<font face=""Monospace"">{\an7}>> WE CAN FOLLOW YOU ON TWITTER.
>> AT CARLOS GREER.</font>
",0
214,"FOX.1488549180.004Z-1488549240.000Z.ts
","11
","00:00:27,060 --> 00:00:29,229
","<font face=""Monospace"">{\an7}>> AT CARLOS GREER.
>> WE’LL KEEP READING.</font>
",0
215,"FOX.1488549180.004Z-1488549240.000Z.ts
","12
","00:00:29,229 --> 00:00:31,331
","<font face=""Monospace"">{\an7}>> WE’LL KEEP READING.
>> Greg: WHO REMEMBERS THE</font>
",0
216,"FOX.1488549180.004Z-1488549240.000Z.ts
","13
","00:00:31,331 --> 00:00:33,099
","<font face=""Monospace"">{\an7}>> Greg: WHO REMEMBERS THE
OFFICE, ON CHANGE 4.</font>
",0
217,"FOX.1488549180.004Z-1488549240.000Z.ts
","14
","00:00:33,100 --> 00:00:35,736
","<font face=""Monospace"">{\an7}OFFICE, ON CHANGE 4.
THE RERUNS ARE ON CHANGE FIVE.</font>
",0
218,"FOX.1488549180.004Z-1488549240.000Z.ts
","15
","00:00:35,736 --> 00:00:38,138
","<font face=""Monospace"">{\an7}THE RERUNS ARE ON CHANGE FIVE.
HE WORKED IN THE WAREHOUSE AND</font>
",0
219,"FOX.1488549180.004Z-1488549240.000Z.ts
","16
","00:00:38,138 --> 00:00:40,173
","<font face=""Monospace"">{\an7}HE WORKED IN THE WAREHOUSE AND
ALWAYS GAVE THE BOSS A HARD</font>
",0
220,"FOX.1488549180.004Z-1488549240.000Z.ts
","17
","00:00:40,173 --> 00:00:40,540
","<font face=""Monospace"">{\an7}ALWAYS GAVE THE BOSS A HARD
TIME.</font>
",0
221,"FOX.1488549180.004Z-1488549240.000Z.ts
","18
","00:00:40,541 --> 00:00:42,777
","<font face=""Monospace"">{\an7}TIME.
BUT THE BOSS WAS A IDIOT.</font>
",0
222,"FOX.1488549180.004Z-1488549240.000Z.ts
","19
","00:00:42,776 --> 00:00:45,779
","<font face=""Monospace"">{\an7}BUT THE BOSS WAS A IDIOT.
HE’S SO FUNNY, AND HIS NEW MOVIE</font>
",0
223,"FOX.1488549180.004Z-1488549240.000Z.ts
","20
","00:00:45,779 --> 00:00:48,048
","<font face=""Monospace"">{\an7}HE’S SO FUNNY, AND HIS NEW MOVIE
IS CALLED TABLE 19.</font>
",0
224,"FOX.1488549180.004Z-1488549240.000Z.ts
","21
","00:00:48,048 --> 00:00:50,450
","<font face=""Monospace"">{\an7}IS CALLED TABLE 19.
COMING UP</font>
",0
225,"FOX.1488549240.000Z-1488549300.006Z.ts
","1
","00:00:04,171 --> 00:00:08,308
","<font face=""Monospace"">{\an7}<i>150 meg internet with equal
upload and download speeds,
",1
226,"FOX.1488549240.000Z-1488549300.006Z.ts
","2
","00:00:08,342 --> 00:00:11,979
","<font face=""Monospace"">{\an7}<i>All for $79.99 per month,
for the first year with a
",1
227,"FOX.1488549240.000Z-1488549300.006Z.ts
","3
","00:00:12,012 --> 00:00:16,116
","<font face=""Monospace"">{\an7}<i>Plus get HBO for a year and
free multi-room DVR service
",1
228,"FOX.1488549240.000Z-1488549300.006Z.ts
","4
","00:00:16,149 --> 00:00:19,552
","<font face=""Monospace"">{\an7}<i>Go to getfios.com or
call 1.888.get.fios</i></font>
",1
229,"FOX.1488549240.000Z-1488549300.006Z.ts
","5
","00:00:19,586 --> 00:00:23,457
","<font face=""Monospace"">{\an7}<i>Get the best. Get Fios.</i></font>

",1
230,"FOX.1488549240.000Z-1488549300.006Z.ts
","6
","00:00:23,590 --> 00:00:25,058
","<font face=""Monospace"">{\an7}This. Is. Everything.</font>

",1
231,"FOX.1488549240.000Z-1488549300.006Z.ts
","7
","00:00:25,092 --> 00:00:26,226
","<font face=""Monospace"">{\an7}Honey Bunches of Oats.</font>

",1
232,"FOX.1488549240.000Z-1488549300.006Z.ts
","8
","00:00:26,260 --> 00:00:27,728
","<font face=""Monospace"">{\an7}It’s crispy sweetened flakes,</font>

",1
233,"FOX.1488549240.000Z-1488549300.006Z.ts
","9
","00:00:27,761 --> 00:00:29,229
","<font face=""Monospace"">{\an7}PLUS crunchy granola clusters,</font>

",1
234,"FOX.1488549240.000Z-1488549300.006Z.ts
","10
","00:00:29,263 --> 00:00:30,564
","<font face=""Monospace"">{\an7}PLUS a touch of honey.</font>

",1
235,"FOX.1488549240.000Z-1488549300.006Z.ts
","11
","00:00:30,597 --> 00:00:32,399
","<font face=""Monospace"">{\an7}It’s like adding up ""Awesome"",</font>

",1
236,"FOX.1488549240.000Z-1488549300.006Z.ts
","12
","00:00:32,432 --> 00:00:34,234
","<font face=""Monospace"">{\an7}PLUS ""Awe-Yeah"".</font>

",1
237,"FOX.1488549240.000Z-1488549300.006Z.ts
","13
","00:00:34,268 --> 00:00:37,238
","<font face=""Monospace"">{\an7}It’s the sum of the best of the
best in a cereal.</font>
",1
238,"FOX.1488549240.000Z-1488549300.006Z.ts
","14
","00:00:37,271 --> 00:00:53,220
","<font face=""Monospace"">{\an7}Honey Bunches of Oats.</font>

",1
239,"FOX.1488549300.006Z-1488549360.003Z.ts
","1
","00:00:09,042 --> 00:00:54,888
","<font face=""Monospace"">{\an7}Gary,</font>

",1
240,"FOX.1488549300.006Z-1488549360.003Z.ts
","2
","00:00:55,522 --> 00:00:58,125
","<font face=""Monospace"">{\an7}why would you write this?</font>

",1
241,"FOX.1488549360.003Z-1488549420.003Z.ts
","1
","00:00:05,055 --> 00:00:08,492
","<font face=""Monospace"">{\an7}Why not play a New York Lottery
scratch-off game for fun?</font>
", 
242,"FOX.1488549360.003Z-1488549420.003Z.ts
","2
","00:00:08,525 --> 00:00:10,193
","<font face=""Monospace"">{\an7}And maybe never write, </font>

",
243,"FOX.1488549360.003Z-1488549420.003Z.ts
","3
","00:00:10,227 --> 00:00:13,197
","<font face=""Monospace"">{\an7}""Happy BDay! Please excuse any
\h\h\h\h\h\hmisspelled wards!</font>
",
244,"FOX.1488549360.003Z-1488549420.003Z.ts
","4
","00:00:13,230 --> 00:00:15,899
","<font face=""Monospace"">{\an7}This hairnet is cutting off
\hoxygen to my brain. Haha!""</font>
",
245,"FOX.1488549360.003Z-1488549420.003Z.ts
","5
","00:00:18,001 --> 00:00:20,036
","<font face=""Monospace"">{\an7}It is.</font>

",
246,"FOX.1488549360.003Z-1488549420.003Z.ts
","6
","00:00:20,070 --> 00:00:21,505
","<font face=""Monospace"">{\an7}(VO) Take a break from the
\h\h\h\h\h\h\h\hexpected.</font>
",
247,"FOX.1488549360.003Z-1488549420.003Z.ts
","7
","00:00:21,538 --> 00:00:37,487
","<font face=""Monospace"">{\an7}Play scratch-off games from the
New York Lottery.</font>
",
248,"FOX.1488549360.003Z-1488549420.003Z.ts
","8
","00:00:46,296 --> 00:00:47,364
","<font face=""Monospace"">{\an7}>> THIS BEAUTIFUL PHOTO, THANK</font>

",
249,"FOX.1488549360.003Z-1488549420.003Z.ts
","9
","00:00:47,364 --> 00:00:49,933
","<font face=""Monospace"">{\an7}>> THIS BEAUTIFUL PHOTO, THANK
YOU SO MUCH FOR MAKING IT OUR</font>
",
250,"FOX.1488549360.003Z-1488549420.003Z.ts
","10
","00:00:49,933 --> 00:00:51,435
","<font face=""Monospace"">{\an7}YOU SO MUCH FOR MAKING IT OUR
INSTAGRAM PICTURE OF THE</font>
",
251,"FOX.1488549360.003Z-1488549420.003Z.ts
","11
","00:00:51,435 --> 00:00:51,835
","<font face=""Monospace"">{\an7}INSTAGRAM PICTURE OF THE
MORNING.</font>
",
252,"FOX.1488549360.003Z-1488549420.003Z.ts
","12
","00:00:51,835 --> 00:00:54,671
","<font face=""Monospace"">{\an7}MORNING.
SEND US YOUR BEST SHOTS.</font>
",
253,"FOX.1488549360.003Z-1488549420.003Z.ts
","13
","00:00:54,671 --> 00:00:59,176
","<font face=""Monospace"">{\an7}SEND US YOUR BEST SHOTS.
FOX 5 NY NYY.</font>
",
254,"FOX.1488549420.003Z-1488549480.011Z.ts
","1
","00:00:00,000 --> 00:00:02,319
","<font face=""Monospace"">{\an7}NA, LOVING SOME POOL</font>

",
